"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sal_surface"
"Bay of Mecklenburg","Arkona Basin","AR",1981,16.7329197260274
"Arkona Basin","Arkona Basin","AR",1982,16.9436734246575
"Bay of Mecklenburg","Arkona Basin","AR",1982,16.9436734246575
"Arkona Basin","Arkona Basin","AR",1983,18.3321334246575
"Bay of Mecklenburg","Arkona Basin","AR",1983,18.3321334246575
"Arkona Basin","Arkona Basin","AR",1984,17.5516691256831
"Bay of Mecklenburg","Arkona Basin","AR",1984,17.5516691256831
"Arkona Basin","Arkona Basin","AR",1985,16.8883679452055
"Bay of Mecklenburg","Arkona Basin","AR",1985,16.8883679452055
"Arkona Basin","Arkona Basin","AR",1986,16.9470364383562
"Bay of Mecklenburg","Arkona Basin","AR",1986,16.9470364383562
"Arkona Basin","Arkona Basin","AR",1987,18.1090304109589
"Bay of Mecklenburg","Arkona Basin","AR",1987,18.1090304109589
"Arkona Basin","Arkona Basin","AR",1988,18.0358237704918
"Bay of Mecklenburg","Arkona Basin","AR",1988,18.0358237704918
"Arkona Basin","Arkona Basin","AR",1989,16.8362871232877
"Bay of Mecklenburg","Arkona Basin","AR",1989,16.8362871232877
"Arkona Basin","Arkona Basin","AR",1990,17.9172147945205
"Bay of Mecklenburg","Arkona Basin","AR",1990,17.9172147945205
"Arkona Basin","Arkona Basin","AR",1991,17.609975890411
"Bay of Mecklenburg","Arkona Basin","AR",1991,17.609975890411
"Arkona Basin","Arkona Basin","AR",1992,18.3418680327869
"Bay of Mecklenburg","Arkona Basin","AR",1992,18.3418680327869
"Arkona Basin","Arkona Basin","AR",1993,17.1885882191781
"Bay of Mecklenburg","Arkona Basin","AR",1993,17.1885882191781
"Arkona Basin","Arkona Basin","AR",1994,17.7830394520548
"Bay of Mecklenburg","Arkona Basin","AR",1994,17.7830394520548
"Arkona Basin","Arkona Basin","AR",1995,17.4029493150685
"Bay of Mecklenburg","Arkona Basin","AR",1995,17.4029493150685
"Arkona Basin","Arkona Basin","AR",1996,17.0534702185792
"Bay of Mecklenburg","Arkona Basin","AR",1996,17.0534702185792
"Arkona Basin","Arkona Basin","AR",1997,16.9349112328767
"Bay of Mecklenburg","Arkona Basin","AR",1997,16.9349112328767
"Arkona Basin","Arkona Basin","AR",1998,17.8120764383562
"Bay of Mecklenburg","Arkona Basin","AR",1998,17.8120764383562
"Arkona Basin","Arkona Basin","AR",1999,18.1298539726027
"Bay of Mecklenburg","Arkona Basin","AR",1999,18.1298539726027
"Arkona Basin","Arkona Basin","AR",2000,18.2063024590164
"Bay of Mecklenburg","Arkona Basin","AR",2000,18.2063024590164
"Arkona Basin","Arkona Basin","AR",2001,17.0285002739726
"Bay of Mecklenburg","Arkona Basin","AR",2001,17.0285002739726
"Arkona Basin","Arkona Basin","AR",2002,17.3001775342466
"Bay of Mecklenburg","Arkona Basin","AR",2002,17.3001775342466
"Arkona Basin","Arkona Basin","AR",2003,18.6322849315068
"Bay of Mecklenburg","Arkona Basin","AR",2003,18.6322849315068
"Arkona Basin","Arkona Basin","AR",2004,17.6687978142077
"Bay of Mecklenburg","Arkona Basin","AR",2004,17.6687978142077
"Arkona Basin","Arkona Basin","AR",2005,17.5430298630137
"Bay of Mecklenburg","Arkona Basin","AR",2005,17.5430298630137
"Arkona Basin","Arkona Basin","AR",2006,18.9728567123288
"Bay of Mecklenburg","Arkona Basin","AR",2006,18.9728567123288
"Arkona Basin","Arkona Basin","AR",2007,16.2793697260274
"Bay of Mecklenburg","Arkona Basin","AR",2007,16.2793697260274
"Arkona Basin","Arkona Basin","AR",2008,18.0555871584699
"Bay of Mecklenburg","Arkona Basin","AR",2008,18.0555871584699
"Arkona Basin","Arkona Basin","AR",2009,18.8786608219178
"Bay of Mecklenburg","Arkona Basin","AR",2009,18.8786608219178
"Arkona Basin","Arkona Basin","AR",2010,16.5226468493151
"Bay of Mecklenburg","Arkona Basin","AR",2010,16.5226468493151
"Arkona Basin","Arkona Basin","AR",2011,17.5144712328767
"Bay of Mecklenburg","Arkona Basin","AR",2011,17.5144712328767
"Arkona Basin","Arkona Basin","AR",2012,17.1604300546448
"Bay of Mecklenburg","Arkona Basin","AR",2012,17.1604300546448
"Arkona Basin","Arkona Basin","AR",2013,17.3664482191781
"Bay of Mecklenburg","Arkona Basin","AR",2013,17.3664482191781
"Arkona Basin","Arkona Basin","AR",2014,16.1589630136986
"Bay of Mecklenburg","Arkona Basin","AR",2014,16.1589630136986
"Arkona Basin","Arkona Basin","AR",2015,16.563761369863
"Bay of Mecklenburg","Arkona Basin","AR",2015,16.563761369863
"Arkona Basin","Arkona Basin","AR",2016,16.2641855191257
"Bay of Mecklenburg","Arkona Basin","AR",2016,16.2641855191257
"Arkona Basin","Arkona Basin","AR",2017,17.6305071232877
"Bay of Mecklenburg","Arkona Basin","AR",2017,17.6305071232877
"Arkona Basin","Arkona Basin","AR",2018,16.2519879452055
"Bay of Mecklenburg","Arkona Basin","AR",2018,16.2519879452055
"Arkona Basin","Arkona Basin","AR",2019,17.7252126027397
"Bay of Mecklenburg","Arkona Basin","AR",2019,17.7252126027397
"Arkona Basin","Arkona Basin","AR",2020,17.4117524590164
"Bay of Mecklenburg","Arkona Basin","AR",2020,17.4117524590164
"Arkona Basin","Arkona Basin","AR",2021,17.7785660273973
"Bay of Mecklenburg","Arkona Basin","AR",2021,17.7785660273973
"Arkona Basin","Arkona Basin","AR",2022,16.5350887671233
"Bay of Mecklenburg","Arkona Basin","AR",2022,16.5350887671233
"Arkona Basin","Arkona Basin","AR",2023,16.0552926027397
"Bay of Mecklenburg","Arkona Basin","AR",2023,16.0552926027397
"Arkona Basin","Arkona Basin","AR",2024,16.0951371584699
"Bay of Mecklenburg","Arkona Basin","AR",2024,16.0951371584699
"Arkona Basin","Arkona Basin","AR",2025,16.4005605479452
"Bay of Mecklenburg","Arkona Basin","AR",2025,16.4005605479452
"Arkona Basin","Arkona Basin","AR",2026,17.0832816438356
"Bay of Mecklenburg","Arkona Basin","AR",2026,17.0832816438356
"Arkona Basin","Arkona Basin","AR",2027,16.6311983561644
"Bay of Mecklenburg","Arkona Basin","AR",2027,16.6311983561644
"Arkona Basin","Arkona Basin","AR",2028,18.8306855191257
"Bay of Mecklenburg","Arkona Basin","AR",2028,18.8306855191257
"Arkona Basin","Arkona Basin","AR",2029,15.8027252054795
"Bay of Mecklenburg","Arkona Basin","AR",2029,15.8027252054795
"Arkona Basin","Arkona Basin","AR",2030,17.7874293150685
"Bay of Mecklenburg","Arkona Basin","AR",2030,17.7874293150685
"Arkona Basin","Arkona Basin","AR",2031,17.6215334246575
"Bay of Mecklenburg","Arkona Basin","AR",2031,17.6215334246575
"Arkona Basin","Arkona Basin","AR",2032,15.6990024590164
"Bay of Mecklenburg","Arkona Basin","AR",2032,15.6990024590164
"Arkona Basin","Arkona Basin","AR",2033,17.9251830136986
"Bay of Mecklenburg","Arkona Basin","AR",2033,17.9251830136986
"Arkona Basin","Arkona Basin","AR",2034,16.9908843835616
"Bay of Mecklenburg","Arkona Basin","AR",2034,16.9908843835616
"Arkona Basin","Arkona Basin","AR",2035,14.8919345205479
"Bay of Mecklenburg","Arkona Basin","AR",2035,14.8919345205479
"Arkona Basin","Arkona Basin","AR",2036,17.3216352459016
"Bay of Mecklenburg","Arkona Basin","AR",2036,17.3216352459016
"Arkona Basin","Arkona Basin","AR",2037,16.1607961643836
"Bay of Mecklenburg","Arkona Basin","AR",2037,16.1607961643836
"Arkona Basin","Arkona Basin","AR",2038,16.4981627671233
"Bay of Mecklenburg","Arkona Basin","AR",2038,16.4981627671233
"Arkona Basin","Arkona Basin","AR",2039,17.6765931506849
"Bay of Mecklenburg","Arkona Basin","AR",2039,17.6765931506849
"Arkona Basin","Arkona Basin","AR",2040,15.8360117486339
"Bay of Mecklenburg","Arkona Basin","AR",2040,15.8360117486339
"Arkona Basin","Arkona Basin","AR",2041,16.8583293150685
"Bay of Mecklenburg","Arkona Basin","AR",2041,16.8583293150685
"Arkona Basin","Arkona Basin","AR",2042,16.8069156164384
"Bay of Mecklenburg","Arkona Basin","AR",2042,16.8069156164384
"Arkona Basin","Arkona Basin","AR",2043,15.5903726027397
"Bay of Mecklenburg","Arkona Basin","AR",2043,15.5903726027397
"Arkona Basin","Arkona Basin","AR",2044,15.1933322404372
"Bay of Mecklenburg","Arkona Basin","AR",2044,15.1933322404372
"Arkona Basin","Arkona Basin","AR",2045,15.8692668493151
"Bay of Mecklenburg","Arkona Basin","AR",2045,15.8692668493151
"Arkona Basin","Arkona Basin","AR",2046,17.2712649315068
"Bay of Mecklenburg","Arkona Basin","AR",2046,17.2712649315068
"Arkona Basin","Arkona Basin","AR",2047,14.9084517808219
"Bay of Mecklenburg","Arkona Basin","AR",2047,14.9084517808219
"Arkona Basin","Arkona Basin","AR",2048,16.9243816939891
"Bay of Mecklenburg","Arkona Basin","AR",2048,16.9243816939891
"Arkona Basin","Arkona Basin","AR",2049,15.7656383561644
"Bay of Mecklenburg","Arkona Basin","AR",2049,15.7656383561644
"Arkona Basin","Arkona Basin","AR",2050,15.9441531506849
"Bay of Mecklenburg","Arkona Basin","AR",2050,15.9441531506849
"Arkona Basin","Arkona Basin","AR",2051,16.4118542465753
"Bay of Mecklenburg","Arkona Basin","AR",2051,16.4118542465753
"Arkona Basin","Arkona Basin","AR",2052,16.2426087431694
"Bay of Mecklenburg","Arkona Basin","AR",2052,16.2426087431694
"Arkona Basin","Arkona Basin","AR",2053,17.6696915068493
"Bay of Mecklenburg","Arkona Basin","AR",2053,17.6696915068493
"Arkona Basin","Arkona Basin","AR",2054,15.4102136986301
"Bay of Mecklenburg","Arkona Basin","AR",2054,15.4102136986301
"Arkona Basin","Arkona Basin","AR",2055,15.2568421917808
"Bay of Mecklenburg","Arkona Basin","AR",2055,15.2568421917808
"Arkona Basin","Arkona Basin","AR",2056,16.2126011748634
"Bay of Mecklenburg","Arkona Basin","AR",2056,16.2126011748634
"Arkona Basin","Arkona Basin","AR",2057,15.0511854794521
"Bay of Mecklenburg","Arkona Basin","AR",2057,15.0511854794521
"Arkona Basin","Arkona Basin","AR",2058,15.4417087671233
"Bay of Mecklenburg","Arkona Basin","AR",2058,15.4417087671233
"Arkona Basin","Arkona Basin","AR",2059,15.6904460273973
"Bay of Mecklenburg","Arkona Basin","AR",2059,15.6904460273973
"Arkona Basin","Arkona Basin","AR",2060,15.657918579235
"Bay of Mecklenburg","Arkona Basin","AR",2060,15.657918579235
"Arkona Basin","Arkona Basin","AR",2061,16.5723794520548
"Bay of Mecklenburg","Arkona Basin","AR",2061,16.5723794520548
"Arkona Basin","Arkona Basin","AR",2062,17.1616739726027
"Bay of Mecklenburg","Arkona Basin","AR",2062,17.1616739726027
"Arkona Basin","Arkona Basin","AR",2063,15.664778630137
"Bay of Mecklenburg","Arkona Basin","AR",2063,15.664778630137
"Arkona Basin","Arkona Basin","AR",2064,18.6340683060109
"Bay of Mecklenburg","Arkona Basin","AR",2064,18.6340683060109
"Arkona Basin","Arkona Basin","AR",2065,14.5346465753425
"Bay of Mecklenburg","Arkona Basin","AR",2065,14.5346465753425
"Arkona Basin","Arkona Basin","AR",2066,17.1338460273973
"Bay of Mecklenburg","Arkona Basin","AR",2066,17.1338460273973
"Arkona Basin","Arkona Basin","AR",2067,16.2702463013699
"Bay of Mecklenburg","Arkona Basin","AR",2067,16.2702463013699
"Arkona Basin","Arkona Basin","AR",2068,14.8141352459016
"Bay of Mecklenburg","Arkona Basin","AR",2068,14.8141352459016
"Arkona Basin","Arkona Basin","AR",2069,15.2105473972603
"Bay of Mecklenburg","Arkona Basin","AR",2069,15.2105473972603
"Arkona Basin","Arkona Basin","AR",2070,16.8056742465753
"Bay of Mecklenburg","Arkona Basin","AR",2070,16.8056742465753
"Arkona Basin","Arkona Basin","AR",2071,16.1026380821918
"Bay of Mecklenburg","Arkona Basin","AR",2071,16.1026380821918
"Arkona Basin","Arkona Basin","AR",2072,15.6452330601093
"Bay of Mecklenburg","Arkona Basin","AR",2072,15.6452330601093
"Arkona Basin","Arkona Basin","AR",2073,16.7885101369863
"Bay of Mecklenburg","Arkona Basin","AR",2073,16.7885101369863
"Arkona Basin","Arkona Basin","AR",2074,14.4115838356164
"Bay of Mecklenburg","Arkona Basin","AR",2074,14.4115838356164
"Arkona Basin","Arkona Basin","AR",2075,15.8768926027397
"Bay of Mecklenburg","Arkona Basin","AR",2075,15.8768926027397
"Arkona Basin","Arkona Basin","AR",2076,14.7308680327869
"Bay of Mecklenburg","Arkona Basin","AR",2076,14.7308680327869
"Arkona Basin","Arkona Basin","AR",2077,16.874104109589
"Bay of Mecklenburg","Arkona Basin","AR",2077,16.874104109589
"Arkona Basin","Arkona Basin","AR",2078,16.1419632876712
"Bay of Mecklenburg","Arkona Basin","AR",2078,16.1419632876712
"Arkona Basin","Arkona Basin","AR",2079,16.8477736164384
"Bay of Mecklenburg","Arkona Basin","AR",2079,16.8477736164384
"Arkona Basin","Arkona Basin","AR",2080,16.8272724043716
"Bay of Mecklenburg","Arkona Basin","AR",2080,16.8272724043716
"Arkona Basin","Arkona Basin","AR",2081,16.7095164383562
"Bay of Mecklenburg","Arkona Basin","AR",2081,16.7095164383562
"Arkona Basin","Arkona Basin","AR",2082,15.851461369863
"Bay of Mecklenburg","Arkona Basin","AR",2082,15.851461369863
"Arkona Basin","Arkona Basin","AR",2083,14.5404108219178
"Bay of Mecklenburg","Arkona Basin","AR",2083,14.5404108219178
"Arkona Basin","Arkona Basin","AR",2084,14.0305234972678
"Bay of Mecklenburg","Arkona Basin","AR",2084,14.0305234972678
"Arkona Basin","Arkona Basin","AR",2085,14.9945515068493
"Bay of Mecklenburg","Arkona Basin","AR",2085,14.9945515068493
"Arkona Basin","Arkona Basin","AR",2086,16.204493890411
"Bay of Mecklenburg","Arkona Basin","AR",2086,16.204493890411
"Arkona Basin","Arkona Basin","AR",2087,13.930654109589
"Bay of Mecklenburg","Arkona Basin","AR",2087,13.930654109589
"Arkona Basin","Arkona Basin","AR",2088,14.6554057377049
"Bay of Mecklenburg","Arkona Basin","AR",2088,14.6554057377049
"Arkona Basin","Arkona Basin","AR",2089,16.3983126027397
"Bay of Mecklenburg","Arkona Basin","AR",2089,16.3983126027397
"Arkona Basin","Arkona Basin","AR",2090,14.8084419178082
"Bay of Mecklenburg","Arkona Basin","AR",2090,14.8084419178082
"Arkona Basin","Arkona Basin","AR",2091,15.1085895890411
"Bay of Mecklenburg","Arkona Basin","AR",2091,15.1085895890411
"Arkona Basin","Arkona Basin","AR",2092,14.8227674863388
"Bay of Mecklenburg","Arkona Basin","AR",2092,14.8227674863388
"Arkona Basin","Arkona Basin","AR",2093,18.513701369863
"Bay of Mecklenburg","Arkona Basin","AR",2093,18.513701369863
"Arkona Basin","Arkona Basin","AR",2094,15.2016824657534
"Bay of Mecklenburg","Arkona Basin","AR",2094,15.2016824657534
"Arkona Basin","Arkona Basin","AR",2095,16.0953076712329
"Bay of Mecklenburg","Arkona Basin","AR",2095,16.0953076712329
"Arkona Basin","Arkona Basin","AR",2096,16.3415819672131
"Bay of Mecklenburg","Arkona Basin","AR",2096,16.3415819672131
"Arkona Basin","Arkona Basin","AR",2097,14.9741104109589
"Bay of Mecklenburg","Arkona Basin","AR",2097,14.9741104109589
"Arkona Basin","Arkona Basin","AR",2098,14.2249654794521
"Bay of Mecklenburg","Arkona Basin","AR",2098,14.2249654794521
"Arkona Basin","Arkona Basin","AR",2099,12.7293308383234
"Bay of Mecklenburg","Arkona Basin","AR",2099,12.7293308383234
"Bothnian Bay","Bothnian Bay","BB",1960,4.13265286885246
"Bothnian Bay","Bothnian Bay","BB",1961,4.26326356164384
"Bothnian Bay","Bothnian Bay","BB",1962,4.22903684931507
"Bothnian Bay","Bothnian Bay","BB",1963,4.1562281369863
"Bothnian Bay","Bothnian Bay","BB",1964,4.20341931693989
"Bothnian Bay","Bothnian Bay","BB",1965,4.18100928767123
"Bothnian Bay","Bothnian Bay","BB",1966,4.19862473972603
"Bothnian Bay","Bothnian Bay","BB",1967,4.17165197260274
"Bothnian Bay","Bothnian Bay","BB",1968,4.2266412568306
"Bothnian Bay","Bothnian Bay","BB",1969,4.3167375890411
"Bothnian Bay","Bothnian Bay","BB",1970,4.23250035616438
"Bothnian Bay","Bothnian Bay","BB",1971,4.20038706849315
"Bothnian Bay","Bothnian Bay","BB",1972,4.26064584699454
"Bothnian Bay","Bothnian Bay","BB",1973,4.22700010958904
"Bothnian Bay","Bothnian Bay","BB",1974,4.21583989041096
"Bothnian Bay","Bothnian Bay","BB",1975,4.25485712328767
"Bothnian Bay","Bothnian Bay","BB",1976,4.28445120218579
"Bothnian Bay","Bothnian Bay","BB",1977,4.31555567123288
"Bothnian Bay","Bothnian Bay","BB",1978,4.33675082191781
"Bothnian Bay","Bothnian Bay","BB",1979,4.33132424657534
"Bothnian Bay","Bothnian Bay","BB",1980,4.29878959016393
"Bothnian Bay","Bothnian Bay","BB",1981,4.30760849315068
"Bothnian Bay","Bothnian Bay","BB",1982,4.31680904109589
"Bothnian Bay","Bothnian Bay","BB",1983,4.34809276712329
"Bothnian Bay","Bothnian Bay","BB",1984,4.3820056010929
"Bothnian Bay","Bothnian Bay","BB",1985,4.38344643835616
"Bothnian Bay","Bothnian Bay","BB",1986,4.3988624109589
"Bothnian Bay","Bothnian Bay","BB",1987,4.46767679452055
"Bothnian Bay","Bothnian Bay","BB",1988,4.4328625136612
"Bothnian Bay","Bothnian Bay","BB",1989,4.38962339726027
"Bothnian Bay","Bothnian Bay","BB",1990,4.36244164383562
"Bothnian Bay","Bothnian Bay","BB",1991,4.32521876712329
"Bothnian Bay","Bothnian Bay","BB",1992,4.32254019125683
"Bothnian Bay","Bothnian Bay","BB",1993,4.31254356164384
"Bothnian Bay","Bothnian Bay","BB",1994,4.23474150684932
"Bothnian Bay","Bothnian Bay","BB",1995,4.2592701369863
"Bothnian Bay","Bothnian Bay","BB",1996,4.20969237704918
"Bothnian Bay","Bothnian Bay","BB",1997,4.19903594520548
"Bothnian Bay","Bothnian Bay","BB",1998,4.21566334246575
"Bothnian Bay","Bothnian Bay","BB",1999,4.2463784109589
"Bothnian Bay","Bothnian Bay","BB",2000,4.27529942622951
"Bothnian Bay","Bothnian Bay","BB",2001,4.2552537260274
"Bothnian Bay","Bothnian Bay","BB",2002,4.18462550684932
"Bothnian Bay","Bothnian Bay","BB",2003,4.16273019178082
"Bothnian Bay","Bothnian Bay","BB",2004,4.17163827868852
"Bothnian Bay","Bothnian Bay","BB",2005,4.23046326027397
"Bothnian Bay","Bothnian Bay","BB",2006,4.21056098630137
"Bothnian Bay","Bothnian Bay","BB",2007,4.17143367123288
"Bothnian Bay","Bothnian Bay","BB",2008,4.1705350273224
"Bothnian Bay","Bothnian Bay","BB",2009,4.20290142465753
"Bothnian Bay","Bothnian Bay","BB",2010,4.18893778082192
"Bothnian Bay","Bothnian Bay","BB",2011,4.19843063013699
"Bothnian Bay","Bothnian Bay","BB",2012,4.20026431693989
"Bothnian Bay","Bothnian Bay","BB",2013,4.14727526027397
"Bothnian Bay","Bothnian Bay","BB",2014,4.15956419178082
"Bothnian Bay","Bothnian Bay","BB",2015,4.14696756164384
"Bothnian Bay","Bothnian Bay","BB",2016,4.15899357923497
"Bothnian Bay","Bothnian Bay","BB",2017,4.10970805479452
"Bothnian Bay","Bothnian Bay","BB",2018,4.0205361369863
"Bothnian Bay","Bothnian Bay","BB",2019,4.02124726027397
"Bothnian Bay","Bothnian Bay","BB",2020,4.05979549180328
"Bothnian Bay","Bothnian Bay","BB",2021,4.02509819178082
"Bothnian Bay","Bothnian Bay","BB",2022,3.94995983561644
"Bothnian Bay","Bothnian Bay","BB",2023,3.83219334246575
"Bothnian Bay","Bothnian Bay","BB",2024,3.76919046448087
"Bothnian Bay","Bothnian Bay","BB",2025,3.69520002739726
"Bothnian Bay","Bothnian Bay","BB",2026,3.76241263013699
"Bothnian Bay","Bothnian Bay","BB",2027,3.83530421917808
"Bothnian Bay","Bothnian Bay","BB",2028,3.77064177595628
"Bothnian Bay","Bothnian Bay","BB",2029,3.78373791780822
"Bothnian Bay","Bothnian Bay","BB",2030,3.78224117808219
"Bothnian Bay","Bothnian Bay","BB",2031,3.77866246575342
"Bothnian Bay","Bothnian Bay","BB",2032,3.74422330601093
"Bothnian Bay","Bothnian Bay","BB",2033,3.79419747945205
"Bothnian Bay","Bothnian Bay","BB",2034,3.77483471232877
"Bothnian Bay","Bothnian Bay","BB",2035,3.76161430136986
"Bothnian Bay","Bothnian Bay","BB",2036,3.75493076502732
"Bothnian Bay","Bothnian Bay","BB",2037,3.72090175342466
"Bothnian Bay","Bothnian Bay","BB",2038,3.68734964383562
"Bothnian Bay","Bothnian Bay","BB",2039,3.64789635616438
"Bothnian Bay","Bothnian Bay","BB",2040,3.49648202185792
"Bothnian Bay","Bothnian Bay","BB",2041,3.48408164383562
"Bothnian Bay","Bothnian Bay","BB",2042,3.39882536986301
"Bothnian Bay","Bothnian Bay","BB",2043,3.39345506849315
"Bothnian Bay","Bothnian Bay","BB",2044,3.33505262295082
"Bothnian Bay","Bothnian Bay","BB",2045,3.27553531506849
"Bothnian Bay","Bothnian Bay","BB",2046,3.310078
"Bothnian Bay","Bothnian Bay","BB",2047,3.22796273972603
"Bothnian Bay","Bothnian Bay","BB",2048,3.20372109289618
"Bothnian Bay","Bothnian Bay","BB",2049,3.1550902739726
"Bothnian Bay","Bothnian Bay","BB",2050,3.16689216438356
"Bothnian Bay","Bothnian Bay","BB",2051,3.25749660273973
"Bothnian Bay","Bothnian Bay","BB",2052,3.21895724043716
"Bothnian Bay","Bothnian Bay","BB",2053,3.23451109589041
"Bothnian Bay","Bothnian Bay","BB",2054,3.21412542465753
"Bothnian Bay","Bothnian Bay","BB",2055,3.17317268493151
"Bothnian Bay","Bothnian Bay","BB",2056,3.21190579234973
"Bothnian Bay","Bothnian Bay","BB",2057,3.17706947945205
"Bothnian Bay","Bothnian Bay","BB",2058,3.05736161643836
"Bothnian Bay","Bothnian Bay","BB",2059,3.05529224657534
"Bothnian Bay","Bothnian Bay","BB",2060,3.0944343989071
"Bothnian Bay","Bothnian Bay","BB",2061,3.03204378082192
"Bothnian Bay","Bothnian Bay","BB",2062,3.0549381369863
"Bothnian Bay","Bothnian Bay","BB",2063,2.95417693150685
"Bothnian Bay","Bothnian Bay","BB",2064,3.02675467213115
"Bothnian Bay","Bothnian Bay","BB",2065,3.06091304109589
"Bothnian Bay","Bothnian Bay","BB",2066,3.10685934246575
"Bothnian Bay","Bothnian Bay","BB",2067,3.02379476712329
"Bothnian Bay","Bothnian Bay","BB",2068,3.00512308743169
"Bothnian Bay","Bothnian Bay","BB",2069,2.98453830136986
"Bothnian Bay","Bothnian Bay","BB",2070,2.94108569863014
"Bothnian Bay","Bothnian Bay","BB",2071,2.88620923287671
"Bothnian Bay","Bothnian Bay","BB",2072,2.89471101092896
"Bothnian Bay","Bothnian Bay","BB",2073,2.90909147945205
"Bothnian Bay","Bothnian Bay","BB",2074,2.89427794520548
"Bothnian Bay","Bothnian Bay","BB",2075,2.82208791780822
"Bothnian Bay","Bothnian Bay","BB",2076,2.79395308743169
"Bothnian Bay","Bothnian Bay","BB",2077,2.76983810958904
"Bothnian Bay","Bothnian Bay","BB",2078,2.86096884931507
"Bothnian Bay","Bothnian Bay","BB",2079,2.8833124109589
"Bothnian Bay","Bothnian Bay","BB",2080,2.83685975409836
"Bothnian Bay","Bothnian Bay","BB",2081,2.74227295890411
"Bothnian Bay","Bothnian Bay","BB",2082,2.71083342465753
"Bothnian Bay","Bothnian Bay","BB",2083,2.68649490410959
"Bothnian Bay","Bothnian Bay","BB",2084,2.61614677595628
"Bothnian Bay","Bothnian Bay","BB",2085,2.55676690410959
"Bothnian Bay","Bothnian Bay","BB",2086,2.54511183561644
"Bothnian Bay","Bothnian Bay","BB",2087,2.55095049315069
"Bothnian Bay","Bothnian Bay","BB",2088,2.5840125136612
"Bothnian Bay","Bothnian Bay","BB",2089,2.60010871232877
"Bothnian Bay","Bothnian Bay","BB",2090,2.53237767123288
"Bothnian Bay","Bothnian Bay","BB",2091,2.42203676712329
"Bothnian Bay","Bothnian Bay","BB",2092,2.44361775956284
"Bothnian Bay","Bothnian Bay","BB",2093,2.52152312328767
"Bothnian Bay","Bothnian Bay","BB",2094,2.47290421917808
"Bothnian Bay","Bothnian Bay","BB",2095,2.47741728767123
"Bothnian Bay","Bothnian Bay","BB",2096,2.48818579234973
"Bothnian Bay","Bothnian Bay","BB",2097,2.43570134246575
"Bothnian Bay","Bothnian Bay","BB",2098,2.44116397260274
"Bothnian Bay","Bothnian Bay","BB",2099,2.40787853293413
"Bornholm Basin","Bornholm Basin","BN",1960,16.0009636612022
"Gdansk Basin","Bornholm Basin","BN",1960,16.0009636612022
