"Year","TEMP_O_5_JulAug_GS","SALIN_O_5_GS","SALIN_250_GS"
1960,17.386060483871,7.41069525956284,12.8934101092896
1961,15.9941540322581,7.59934,12.6702704109589
1962,17.0898137096774,7.616483,12.5874673972603
1963,16.8693798387097,7.52104389041096,12.6426580821918
1964,18.0121975806452,7.51252728142077,12.7451464480874
1965,15.1304314516129,7.59930621917808,12.7020057534247
1966,16.5948580645161,7.61467850684932,12.5767536986301
1967,15.5083717741935,7.6247698630137,12.4017821917808
1968,15.1868419354839,7.60010598360656,12.2683409836066
1969,16.7537048387097,7.66200771232877,12.130615890411
1970,15.5438516129032,7.58206357534247,12.365802739726
1971,15.6238596774194,7.53967234246575,12.7711531506849
1972,14.7598475806452,7.55154901639344,12.7226393442623
1973,16.7029459677419,7.65764710958904,12.6032950684931
1974,16.1089935483871,7.69926132876712,12.4278391780822
1975,16.4316266129032,7.68797324657534,12.2469665753425
1976,17.8652282258065,7.56239211748634,12.1381079234973
1977,15.4329016129032,7.67313276712329,12.0786545205479
1978,16.0685725806452,7.59287150684932,11.9765649315069
1979,19.2974862903226,7.54724239726027,12.0821054794521
1980,15.7279959677419,7.57407230874317,12.1840333333333
1981,16.5189677419355,7.61507601369863,12.2976920547945
1982,16.0715016129032,7.67544265753425,12.3221780821918
1983,15.0900596774194,7.67521284931507,12.2312016438356
1984,15.8431814516129,7.73144571038251,12.0829415300546
1985,15.8150741935484,7.68333691780822,12.1682265753425
1986,16.6398733870968,7.70704494520548,12.2680353424658
1987,15.4475467741935,7.79182789041096,12.1224205479452
1988,16.1804838709677,7.73408639344262,11.938543442623
1989,14.992264516129,7.68398852054795,11.8258024657534
1990,15.3507169354839,7.66021730136986,12.0069517808219
1991,17.20745,7.71845669863014,12.0244739726027
1992,16.7062427419355,7.6634187295082,11.9911994535519
1993,15.6019209677419,7.7642177260274,11.8486912328767
1994,17.0562846774194,7.69943910958904,11.9721101369863
1995,17.8523032258065,7.73279456164384,12.3294802739726
1996,15.5458685483871,7.75771136612022,12.1062027322404
1997,15.606214516129,7.77896534246575,11.9518419178082
1998,17.7184475806452,7.74239250684932,11.8545684931507
1999,17.9764096774194,7.66208749315069,11.8117161643836
2000,15.8574427419355,7.64537678961749,12.1219177595628
2001,16.3739935483871,7.6307012739726,12.5023509589041
2002,16.6396,7.64013654794521,12.2538271232877
2003,16.2206733870968,7.70773782191781,12.0186742465753
2004,15.793789516129,7.76820803278689,12.0079338797814
2005,16.4130991935484,7.79362883561644,12.0712002739726
2006,18.1046419354839,7.62874202739726,11.7995353424658
2007,15.5155056451613,7.58844943835616,11.8836320547945
2008,14.7694153225806,7.52988855191257,12.5500180327869
2009,16.9989564516129,7.52958854794521,12.5630501369863
2010,17.245685483871,7.52892378082192,12.4016682191781
2011,15.2314290322581,7.48754632876712,12.405282739726
2012,16.2208024193548,7.56327245901639,12.5076745901639
2013,16.7047403225806,7.54347702739726,12.3088893150685
2014,16.0590822580645,7.48454005479452,12.3084917808219
2015,16.7180064516129,7.57796030136986,12.5872104109589
2016,15.686685483871,7.5967993579235,12.5826778688525
2017,15.6965282258065,7.63662863013699,12.3658421917808
2018,16.1708258064516,7.61781916438356,12.2566268493151
2019,15.2691822580645,7.60131979452055,12.2233021917808
2020,15.0548008064516,7.65289733606557,12.1232095628415
2021,15.3294112903226,7.62293138356164,12.1646569863014
