"Year","TEMP_O_5_JulAug_SB","SALIN_O_5_SB","SALIN_55_SB"
1960,17.0947629032258,18.2078241803279,33.2694106557377
1961,16.3720741935484,19.0824536986301,32.6973279452055
1962,16.5344838709677,18.5759350684932,32.9948150684932
1963,16.6350322580645,18.5060080821918,33.5323104109589
1964,17.7783379032258,18.5825831967213,33.1653336065574
1965,15.574235483871,18.59268,32.8512950684932
1966,16.3720419354839,19.1456236986301,32.8180243835616
1967,15.9949516129032,18.6160682191781,33.0081865753425
1968,16.2762661290323,18.847906147541,32.6217836065574
1969,18.0439862903226,18.6355647945205,33.4325791780822
1970,16.0005338709677,19.6690891780822,33.1115465753425
1971,16.3579879032258,19.3629804109589,33.3996367123288
1972,16.5469290322581,19.1067099726776,33.0753953551913
1973,16.3224717741935,18.5340089041096,32.3659967123288
1974,16.2761846774194,18.0925006849315,33.3965682191781
1975,17.250810483871,18.516025890411,33.1947424657534
1976,17.3746524193548,18.5851468579235,32.8806530054645
1977,16.2653983870968,18.5459342465753,33.1502238356164
1978,15.9105669354839,18.6747853424658,33.3510205479452
1979,17.9204774193548,19.5247995890411,33.2875493150685
1980,16.1377161290323,18.8761284153005,33.2829136612022
1981,17.2375274193548,20.0838919178082,32.2465961643836
1982,16.1945629032258,18.755338630137,32.5856252054795
1983,15.9890701612903,18.0487604109589,32.6528008219178
1984,16.5440064516129,18.6779158469945,32.8797032786885
1985,15.4451330645161,19.1318993150685,32.9366991780822
1986,16.4981491935484,18.9812857534247,32.6600326027397
1987,15.9462322580645,18.7394293150685,31.9663923287671
1988,15.2713911290323,18.2347457650273,32.6320483606557
1989,15.7329693548387,18.9285653424658,32.5239145205479
1990,15.361575,19.5649490410959,32.7301095890411
1991,16.1092903225806,18.3884308219178,33.2773424657534
1992,17.3764096774194,19.3204613387978,32.6323076502732
1993,16.2530758064516,18.3028805479452,32.5441553424658
1994,16.7715911290323,19.1727861643836,32.985
1995,16.4912056451613,18.2654742465753,32.3855591780822
1996,16.4312782258065,19.2460148907104,33.0325767759563
1997,17.1762903225806,19.1386049315068,32.7186517808219
1998,17.1206290322581,18.2542806849315,32.7188301369863
1999,17.5066887096774,18.3902193150685,32.897841369863
2000,16.3099572580645,19.2263181693989,33.259600273224
2001,16.356825,19.3363979452055,32.703422739726
2002,16.6328862903226,19.1880880821918,32.8238545205479
2003,17.4303467741935,18.0106410958904,33.0324789041096
2004,16.3831846774194,19.2834443989071,32.0103073770492
2005,17.0930290322581,18.4129405479452,32.5165835616438
2006,16.9001596774194,18.2553554794521,33.2033591780822
2007,16.7366798387097,18.8924256164384,33.0558876712329
2008,16.5120096774194,18.9610606557377,33.0030721311475
2009,17.2527322580645,18.3559652054795,32.9667301369863
2010,16.6476467741935,19.217057260274,32.8782049315069
2011,16.5006088709677,18.9476250684931,33.0469654794521
2012,17.0334975806452,18.6483718579235,32.7482631147541
2013,16.7138790322581,18.2113053424658,33.070718630137
2014,16.7696112903226,19.0241908219178,33.226824109589
2015,17.5421008064516,18.9077923287671,32.9397402739726
2016,16.4400362903226,18.8010394808743,32.6181825136612
2017,17.0102088709677,17.7447434246575,33.1576964383562
2018,15.9275862903226,18.7157295890411,33.3293282191781
2019,16.3521411290323,18.7672510958904,31.9852720547945
2020,16.7779225806452,18.2995741803279,33.300931420765
2021,15.7685274193548,19.1645064383562,32.6910802739726
2022,16.4356346774194,18.0748439726027,32.3460408219178
2023,17.8547766129032,18.6545478082192,32.901321369863
2024,16.6881346774194,18.847075273224,32.6514472677596
2025,16.2254338709677,18.5727515068493,32.910775890411
2026,17.1964766129032,17.8728605479452,32.9859550684931
2027,16.4029790322581,17.4852138356164,33.0635920547945
2028,17.2450403225806,17.833412295082,32.7620349726776
2029,18.5558072580645,17.8886406849315,32.9821624657534
2030,16.5007443548387,18.8368979452055,32.8214210958904
2031,16.4701,18.3869306849315,32.9775153424658
2032,16.6846161290323,18.7580459016393,32.9384863387978
2033,17.3738887096774,17.9962243835616,32.4320682191781
2034,16.3567201612903,18.3414675342466,32.5341369863014
2035,16.9877798387097,17.4361639726027,32.1678739726027
2036,16.2313370967742,18.4738771857924,33.1862221311475
2037,16.3401419354839,19.0221667123288,33.0643301369863
2038,17.8658298387097,17.7099310958904,33.0253556164384
2039,16.7485919354839,18.1450610958904,33.1567139726027
2040,17.7574274193548,17.7803035519126,33.5343420765027
2041,17.4160548387097,18.3075328767123,32.9644098630137
2042,16.2157314516129,18.0595257534247,33.2323695890411
2043,16.9088967741935,18.0481547945205,33.2834126027397
2044,17.1658637096774,18.0109581967213,32.9705281420765
2045,16.8852153225806,18.193672739726,32.9716145205479
2046,17.9526516129032,18.0929364383562,32.8360079452055
2047,16.8433177419355,18.5849582191781,33.219278630137
2048,17.1127774193548,17.6304271857923,32.5595918032787
2049,17.5625024193548,17.5769823287671,32.992017260274
2050,18.7774782258065,18.5589112328767,33.41586
2051,16.9527161290323,18.0696342465753,33.1907693150685
2052,17.9481564516129,17.8308307377049,33.3566969945355
2053,17.2587306451613,18.2173747945205,33.0874931506849
2054,18.6792572580645,17.7379819178082,32.3632720547945
2055,18.0978008064516,16.9151161643836,33.0708506849315
2056,17.9131991935484,17.0990449453552,33.2769008196721
2057,18.0279258064516,18.2092989041096,33.4596876712329
2058,17.886835483871,17.5964136986301,33.2204923287671
2059,17.8280685483871,18.0726305479452,33.2770536986301
2060,17.2841129032258,17.7464816939891,33.2205472677596
2061,17.4336306451613,17.7557116438356,33.5187208219178
2062,17.44755,17.2951064383562,33.0875578082192
