"Year","TEMP_O_5_JulAug_BN","SALIN_O_5_BN","SALIN_97_BN"
1960,17.0366258064516,7.67392528688525,16.6958704918033
1961,15.9477629032258,7.98603016438356,17.4472208219178
1962,16.2420588709677,7.98572642465753,16.9834369863014
1963,16.5032951612903,7.89634967123288,16.1961860273973
1964,17.9373040322581,7.92095930327869,15.2645663934426
1965,15.407689516129,8.03814234246575,14.7070068493151
1966,16.321114516129,8.01468652054795,14.7492126027397
1967,15.6944451612903,8.06203453424657,15.8886043835616
1968,15.6725435483871,8.06688486338798,16.1206882513661
1969,17.5516782258065,8.15012520547945,15.3116898630137
1970,15.0456991935484,8.05395795890411,16.6015405479452
1971,15.9987991935484,7.92229573972603,16.7499736986301
1972,15.6185846774194,7.93902131147541,16.2027054644809
1973,16.3117040322581,8.10525406849315,15.5260049315068
1974,15.770835483871,8.1623627260274,14.9497657534247
1975,17.3893241935484,8.0848071369863,14.9256339726027
1976,17.812239516129,7.95685576502732,15.9121781420765
1977,15.8840411290323,8.07712745205479,14.8613723287671
1978,15.6309717741935,8.02379428767123,15.1641320547945
1979,18.1851048387097,7.93174404109589,15.9801082191781
1980,15.8279862903226,7.93117109289618,15.6877147540984
1981,16.4935758064516,8.03926989041096,18.0052254794521
1982,15.9619637096774,8.13867520547945,16.2517342465753
1983,15.855539516129,8.11176415068493,15.2027728767123
1984,16.2495822580645,8.1448587431694,15.8036674863388
1985,15.3831790322581,8.166554,16.4009539726027
1986,16.2254846774194,8.18505363013699,15.5738635616438
1987,15.5915193548387,8.34759068493151,15.2739495890411
1988,15.1161870967742,8.27787207650273,14.6162019125683
1989,14.7091387096774,8.2612411369863,16.9032671232877
1990,15.0575266129032,8.12254282191781,17.3344953424658
1991,16.1764943548387,8.15539057534247,16.092658630137
1992,17.2422298387097,8.11429472677596,15.9976024590164
1993,16.3884790322581,8.32912345205479,15.7950975342466
1994,16.8113475806452,8.12298576712329,15.8261509589041
1995,16.7771241935484,8.22357031506849,15.4266057534247
1996,15.6511620967742,8.25380300546448,15.5169754098361
1997,16.3514435483871,8.25032557534247,16.3603745205479
1998,17.2815024193548,8.27388760273973,15.3237309589041
1999,17.9542,8.15115194520548,15.2599676712329
2000,15.7809306451613,8.11226566939891,16.3413704918033
2001,15.9312951612903,8.03296953424658,16.7708917808219
2002,15.9187048387097,8.12560060273973,16.4489189041096
